link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2
1,26600,3,0,393900,-82895,0,8,82,1,1
1,26601,3,0,393900,-82895,1,17,81,1,1
2,26601,3,0,393900,-82895,1,17,81,1,1
1,26602,3,0,393900,-82895,3,25,82,1,1
2,26602,3,0,393900,-82895,3,25,82,1,1
1,26603,3,0,393900,-82895,6,34,82,1,1
2,26603,3,0,393900,-82895,6,34,82,1,1
1,26604,3,0,393900,-82895,10,43,82,1,1
2,26604,3,0,393900,-82895,10,43,82,1,1
1,26605,3,0,393900,-82895,15,53,82,1,1
2,26605,3,0,393900,-82895,15,53,82,1,1
1,26607,3,0,393900,-82895,28,70,82,1,1
2,26607,3,0,393900,-82895,28,70,82,1,1
1,26608,3,0,393900,-82895,35,79,82,1,1
2,26608,3,0,393900,-82895,35,79,82,1,1
1,26609,3,0,393900,-82895,44,88,82,1,1
2,26609,3,0,393900,-82895,44,88,82,1,1
1,26610,3,0,393900,-82895,53,97,82,1,1
2,26610,3,0,393900,-82895,53,97,82,1,1
1,26611,3,0,393900,-82895,63,106,81,1,1
2,26611,3,0,393900,-82895,63,106,81,1,1
1,26612,3,0,393900,-82895,74,116,82,1,1
2,26612,3,0,393900,-82895,74,116,82,1,1
1,26614,3,0,393900,-82896,100,134,81,1,1
2,26614,3,0,393900,-82896,100,134,81,1,1
1,26615,3,0,393900,-82896,114,144,82,1,1
2,26615,3,0,393900,-82896,114,144,82,1,1
1,26616,3,0,393900,-82896,130,153,82,1,1
2,26616,3,0,393900,-82896,130,153,82,1,1
1,26617,3,0,393900,-82896,146,162,82,1,1
1,26620,3,0,393900,-82896,203,189,82,1,1
2,26620,3,0,393900,-82896,203,189,82,1,1
1,26621,3,0,393900,-82896,224,198,82,1,1
2,26621,3,0,393900,-82896,224,198,82,1,1
1,26622,3,0,393900,-82896,246,206,82,1,1
2,26622,3,0,393900,-82896,246,206,82,1,1
1,26623,3,0,393900,-82896,269,215,82,1,1
2,26623,3,0,393900,-82896,269,215,82,1,1
1,26624,3,0,393900,-82896,293,223,82,1,1
2,26624,3,0,393900,-82896,293,223,82,1,1
1,26626,3,0,393900,-82896,346,239,82,1,1
1,26627,3,0,393900,-82896,373,247,82,1,1
